Node	X	Y	
1	-97861763	30550045
2	-97873341	30595955
3	-97842574	30537706
4	-97967226	30531993
5	-97901257	30496550
6	-97882086	30460701
7	-97827879	30498174
8	-98083907	30434403
9	-98053644	30488843
10	-97968645	30405429
11	-98056627	30367501
12	-97941993	30421566
13	-97888347	30416288
14	-97839977	30449261
15	-97838990	30398674
16	-98076591	30333720
17	-97972406	30320471
18	-98009337	30349621
19	-97984566	30367501
20	-97926677	30382464
21	-97937276	30351176
22	-97868140	30373525
23	-97834683	30374974
24	-97845706	30351794
25	-97974997	30221922
26	-97964299	30292875
27	-97939978	30323580
28	-97905759	30343668
29	-97899210	30321831
30	-97705243	30653697
31	-97869942	30344763
32	-97858595	30332143
33	-97841425	30318718
34	-97832125	30301310
35	-97919182	30304379
36	-97888816	30298805
37	-97921387	30352597
38	-97871556	30308173
39	-97779089	30351189
40	-97744053	30384802
41	-97833651	30288711
42	-97902792	30286234
43	-98013199	30272366
44	-97879621	30286428
45	-97899068	30267169
46	-97864260	30287223
47	-97665825	30513457
48	-97703502	30308846
49	-97843688	30286457
50	-97836009	30279555
51	-97932402	30205053
52	-97873192	30273341
53	-97909655	30196482
54	-97901713	30172804
55	-97851746	30260857
56	-97829376	30259205
57	-97825581	30247459
58	-97819398	30235346
59	-97895281	30253960
60	-97879541	30241440
61	-97872037	30246756
62	-97858211	30245081
63	-97852166	30240247
64	-97928478	30267416
65	-97931010	30237106
66	-97915824	30244016
67	-97909155	30249879
68	-97892018	30238308
69	-97985156	30244942
70	-97943499	30250014
71	-97954558	30209143
72	-97947086	30215930
73	-97905353	30221875
74	-97884729	30210384
75	-97883969	30222138
76	-97928999	30222210
77	-97858915	30230631
78	-97850001	30229226
79	-97839501	30232836
80	-97835974	30224841
81	-97862221	30225853
82	-97865677	30217987
83	-97849136	30220626
84	-97858294	30214768
85	-97836175	30214574
86	-97845563	30206238
87	-97773059	30395920
88	-97872225	30204720
89	-97858353	30188692
90	-97937337	30194893
91	-97920445	30209985
92	-97895714	30191616
93	-97914187	30179056
94	-97890011	30183883
95	-97809077	30342242
96	-97868659	30166515
97	-97866404	30152804
98	-97829257	30204417
99	-97841393	30188004
100	-97842194	30171070
101	-97854535	30164297
102	-97842915	30133666
103	-97832171	30599148
104	-97799189	30579994
105	-97756155	30589421
106	-97692748	30614041
107	-97663039	30627603
108	-97671384	30575265
109	-97644672	30569989
110	-97803089	30522036
111	-97768768	30518674
112	-97737027	30527329
113	-97739952	30542739
114	-97693987	30540723
115	-97683218	30544608
116	-97664092	30550837
117	-97811989	30480535
118	-97806242	30471692
119	-97793977	30500992
120	-97758083	30483751
121	-97733466	30506262
122	-97710151	30516396
123	-97699474	30526432
124	-97693185	30529538
125	-97677935	30530948
126	-97657977	30537547
127	-97628339	30537873
128	-97687699	30525447
129	-97674702	30522907
130	-97660354	30527937
131	-97684306	30514658
132	-97675414	30517125
133	-97609093	30468471
134	-97649805	30516060
135	-97690696	30520364
136	-97681971	30510451
137	-97675429	30512392
138	-97659832	30516269
139	-97748408	30477235
140	-97699917	30499365
141	-97681264	30506831
142	-97687935	30489825
143	-97678514	30500887
144	-97668835	30503811
145	-97648706	30505463
146	-97621085	30512273
147	-97698393	30481309
148	-97683939	30482178
149	-97669035	30488674
150	-97631009	30492029
151	-97816014	30454371
152	-97804425	30460688
153	-97786828	30463568
154	-97769391	30469152
155	-97734708	30465101
156	-97703262	30473658
157	-97686390	30460659
158	-97671883	30453786
159	-97654187	30467254
160	-97635163	30460126
161	-97799555	30452107
162	-97780930	30443651
163	-97785175	30455270
164	-97771871	30458188
165	-97776564	30449527
166	-97763846	30452449
167	-97704426	30453141
168	-97762360	30446519
169	-97755978	30442063
170	-97731102	30442247
171	-97712671	30434460
172	-97681327	30444289
173	-97679807	30431584
174	-97654831	30438060
175	-97632319	30429712
176	-97613692	30446884
177	-97756928	30412276
178	-97825646	30440343
179	-97812579	30433092
180	-97804190	30426198
181	-97792283	30440545
182	-97790268	30430965
183	-97745077	30432578
184	-97836201	30419188
185	-97806945	30409079
186	-97785683	30418049
187	-97782925	30440120
188	-97772391	30427536
189	-97776502	30416096
190	-97757609	30421041
191	-97734935	30422727
192	-97724833	30421209
193	-97687169	30419626
194	-97628126	30474927
195	-97774264	30402543
196	-97763188	30393165
197	-97764003	30405087
198	-97753650	30401210
199	-97737938	30407812
200	-97713136	30416374
201	-97723123	30401368
202	-97711070	30400383
203	-97701600	30412333
204	-97684758	30406628
205	-97676128	30396503
206	-97652095	30402956
207	-97629909	30385822
208	-97616178	30398609
209	-97603293	30420193
210	-97829420	30396551
211	-97642884	30271191
212	-97786750	30395144
213	-97800872	30393237
214	-97752089	30391578
215	-97740960	30394219
216	-97738158	30386870
217	-97728635	30384116
